tab2.txt
  Starting - Character - Format - Unit - Explanation 
1  F5.2  none    log# (age in years)
7    I5  Mo/Myr  best SFR# (Z=0.008) (Units are 10^-6 solar mass/yr)
13   I5  Mo/Myr  lower-limit SFR# (Z=0.008)
19   I5  Mo/Myr  upper-limit SFR# (Z=0.008)
25   I5  Mo/Myr  best SFR# (Z=0.004)
31   I5  Mo/Myr  lower-limit SFR# (Z=0.004)
37   I5  Mo/Myr  upper-limit SFR# (Z=0.004)
43   I5  Mo/Myr  best SFR# (Z=0.0025)
49   I5  Mo/Myr  lower-limit SFR# (Z=0.0025)
55   I5  Mo/Myr  upper-limit SFR# (Z=0.0025)
61   I5  Mo/Myr  best SFR# (Z=0.001)
67   I5  Mo/Myr  lower-limit SFR# (Z=0.001)
73   I5  Mo/Myr  upper-limit SFR# (Z=0.001)
tab2.txt
                             # Region AA
                      # ( 04h  31m  -72d  17m )
10.20      0     0     4     0     0     8    14     0    31    68    54    92
10.00      0     0     4     0     0     8     0     0    19    64    44    82
 9.80      0     0     4     0     0     9    26     0    49    25     5    44
 9.60      0     0     5     0     0    13     3     0    26     6     0    26
 9.40      0     0    11   289   258   316   146   118   172     7     0    25
 9.20     55    26    81    93    69   117     0     0    17     1     0    13
 9.00     41    18    63     0     0    15     0     0    11     0     0    11
 8.80     21     0    44     0     0    18     3     0    23    34    19    52
 8.60      0     0    18    26     7    49     0     0    20     0     0    14
 8.40      0     0    11     0     0    11     0     0    14     0     0    19
 8.20      0     0    16     0     0    14     0     0    18     9     0    34
 8.00      0     0    18    42     8    78     0     0    36     1     0    26
 7.70      0     0    15     0     0     0     0     0     0     0     0     0
 7.40     11     0    41     0     0     0     0     0     0     0     0     0
 7.10      0     0    37     0     0     0     0     0     0     0     0     0
 6.80      0     0    68     0     0     0     0     0     0     0     0     0
                             # Region CC_00
                      # ( 04h  39m  -71d  35m )
10.20      0     0     2     0     0     3     0     0     7    25    16    35
10.00      0     0     2     0     0     3     0     0     4    24    14    34
 9.80      0     0     3     0     0     4     0     0     5     0     0    10
 9.60      0     0     4     0     0     6     0     0     8    25    12    38
 9.40      0     0     8     3     0    15    21     7    34    94    80   107
 9.20      0     0    10     0     0     9     2     0    15    12     0    24
 9.00      0     0     7     0     0     8     0     0     9    19     9    31
 8.80      0     0     9     0     0     9     0     0    10     0     0    12
 8.60      0     0    10     0     0    12     1     0    16     4     0    18
 8.40      0     0     9     0     0    11     0     0    14     7     0    25
 8.20      0     0    10     0     0    13     0     0    14     0     0    17
 8.00      0     0    14     0     0    22     1     0    24    16     0    42
 7.70      0     0    19     0     0     0     0     0     0     0     0     0
 7.40      0     0    25     0     0     0     0     0     0     0     0     0
 7.10      0     0    28     0     0     0     0     0     0     0     0     0
 6.80     30     0   102     0     0     0     0     0     0     0     0     0
                             # Region CC_01
                      # ( 04h  39m  -71d  24m )
10.20      0     0     3     0     0     4     0     0     8    29    20    39
10.00      0     0     3     0     0     5     0     0     9     0     0     9
 9.80      0     0     3     0     0     6     0     0     9    20    10    31
 9.60      0     0     4     0     0     7     0     0    11     8     0    20
 9.40      0     0     7    24    11    39   105    91   119     0     0    11
 9.20      0     0    13    23    12    36     3     0    15     0     0     7
 9.00      0     0    10     0     0     9     0     0     7     0     0     6
 8.80      5     0    18     0     0    10     0     0     9     4     0    14
 8.60      0     0    12     0     0    12    12     0    26     0     0    10
 8.40      0     0     8     0     0     8     0     0    10     0     0    13
 8.20      0     0     6     0     0     8     0     0    12     0     0    22
 8.00      0     0     8     0     0    11     0     0    19     9     0    28
 7.70      1     0    12     0     0     0     0     0     0     0     0     0
 7.40      0     0    14     0     0     0     0     0     0     0     0     0
 7.10      0     0    15     0     0     0     0     0     0     0     0     0
 6.80      0     0    31     0     0     0     0     0     0     0     0     0
                             # Region CC_10
                      # ( 04h  41m  -71d  35m )
10.20      0     0     3     0     0     4     0     0     9    42    32    54
10.00      0     0     3     0     0     4     0     0     7    16     6    28
 9.80      0     0     4     0     0     5     0     0     8     0     0    11
 9.60      0     0     4     0     0     7     0     0    11    50    37    64
 9.40      0     0     9     0     0    13    51    37    67    22     8    36
 9.20      0     0    14     0     0    12    64    50    77     0     0    11
 9.00      0     0    10     0     0    11     0     0    11     6     0    17
 8.80      0     0    12     0     0    11     0     0    12     2     0    16
 8.60      0     0    11     0     0    15    29    13    50     0     0    15
 8.40      0     0    11     0     0    13     0     0    18     0     0    26
 8.20      0     0    10     0     0    14     0     0    22    16     0    49
 8.00      0     0    14     0     0    15     0     0    28     9     0    36
 7.70      0     0    13     0     0     0     0     0     0     0     0     0
 7.40      5     0    30     0     0     0     0     0     0     0     0     0
 7.10      6     0    43     0     0     0     0     0     0     0     0     0
 6.80      0     0    87     0     0     0     0     0     0     0     0     0
                             # Region CC_11
                      # ( 04h  41m  -71d  24m )
10.20      0     0     3     0     0     6     1     0    12    24    16    36
10.00      0     0     3     0     0     4     0     0     8    13     3    24
 9.80      0     0     3     0     0     5     0     0     8    23    11    35
 9.60      0     0     3     0     0     7     0     0    12     3     0    16
 9.40      0     0     6    18     0    34    90    76   107     0     0    11
 9.20      1     0    16    68    55    83     0     0    10     0     0     7
 9.00      0     0    12     0     0    11     0     0     9     0     0     7
 8.80     21     7    35     0     0    11     0     0    12     6     0    16
 8.60      0     0    13    10     0    25     0     0    16     1     0    13
 8.40      0     0    11     0     0    11     0     0    12     0     0    14
 8.20      0     0    14     0     0    15     0     0    17     4     0    25
 8.00      0     0    16     0     0    20    17     0    43     0     0    26
 7.70     11     0    30     0     0     0     0     0     0     0     0     0
 7.40      0     0    21     0     0     0     0     0     0     0     0     0
 7.10      0     0    25     0     0     0     0     0     0     0     0     0
 6.80      0     0    50     0     0     0     0     0     0     0     0     0
                             # Region CD_00
                      # ( 04h  39m  -71d  11m )
10.20      0     0     6     0     0     9     0     0    10    16     8    25
10.00      0     0     5     0     0     9    24    14    36     5     0    14
 9.80      0     0     5     0     0    10     0     0    11     0     0     8
 9.60      0     0     6     0     0    11     0     0    11     4     0    13
